"rowid","household_number","survey_year","reference_quarter","province","capital","sex","place_birth","age","nationality","formal_educ_system","professional_training","retirement_status","household_duties","part-time_empl","reason_reduced_work","search_work","search_reason","JORB","search_steps","search_method","search_months","availability","relation_to_activity1","relation_to_activity2","main_occupation","main_activity","main_prof_situation","main_sector","contract_type","hours","relationship","elevator","matricule"
11802,5166,2023,1,1,9,1,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,1,2,1,NA,NA,50,1,"47.4008","11802_5166"
11803,5167,2023,1,48,9,1,3,6,2,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,7,4,2,NA,NA,4,"370.2129","11803_5167"
11804,5167,2023,1,48,9,1,3,6,2,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,8,8,4,2,2,0,2,"280.9887","11804_5167"
11805,5167,2023,1,48,9,6,3,6,2,"S","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,4,2,NA,NA,1,"270.4185","11805_5167"
11806,5168,2023,1,20,9,1,2,18,1,"N","N",2,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,8,2,4,2,NA,NA,1,"111.5672","11806_5168"
11807,5168,2023,1,20,9,6,2,18,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,2,"118.4051","11807_5168"
11808,5169,2023,1,48,1,6,1,14,1,"N","S",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,1,NA,NA,1,"177.0495","11808_5169"
11809,5170,2023,1,48,9,6,2,18,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,1,"120.5144","11809_5170"
11810,5171,2023,1,1,9,1,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,1,"86.4747","11810_5171"
11811,5171,2023,1,1,9,6,1,9,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,2,2,4,2,1,25,2,"76.1128","11811_5171"
11812,5171,2023,1,1,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"71.4447","11812_5171"
11813,5171,2023,1,1,9,1,1,1,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"71.4447","11813_5171"
11814,5172,2023,1,20,3,1,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,4,4,2,1,40,1,"160.7769","11814_5172"
11815,5173,2023,1,1,2,1,1,8,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,2,2,4,2,1,24,1,"215.4379","11815_5173"
11816,5174,2023,1,1,2,1,2,16,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,4,4,1,NA,NA,1,"351.4361","11816_5174"
11817,5174,2023,1,1,2,6,1,10,1,"N","S",4,1,NA,NA,"S",6,1,"S",7,12,"S",2,5,9,10,4,2,NA,NA,3,"181.1128","11817_5174"
11818,5175,2023,1,1,2,6,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,2,NA,NA,NA,1,"164.8003","11818_5175"
11819,5176,2023,1,20,9,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,2,4,2,5,40,1,"172.1503","11819_5176"
11820,5177,2023,1,1,2,6,1,10,1,"N","N",4,1,NA,NA,"S",6,3,"S",7,99,"S",2,5,9,10,4,2,NA,NA,1,"162.5952","11820_5177"
11821,5177,2023,1,1,2,6,1,4,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"173.4598","11821_5177"
11822,5177,2023,1,1,2,6,1,4,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"173.4598","11822_5177"
11823,5178,2023,1,48,1,1,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,4,2,NA,NA,1,"303.8426","11823_5178"
11824,5178,2023,1,48,1,6,1,13,1,"N","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,2,9,4,2,NA,NA,2,"228.8884","11824_5178"
11825,5179,2023,1,20,3,1,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,8,4,2,NA,NA,1,"115.9505","11825_5179"
11826,5180,2023,1,48,9,1,2,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,1,NA,NA,1,"157.06","11826_5180"
11827,5180,2023,1,48,9,6,1,14,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,9,4,2,NA,NA,2,"157.0227","11827_5180"
11828,5181,2023,1,48,9,1,1,5,1,"S","S",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,8,4,2,NA,NA,3,"194.5114","11828_5181"
11829,5181,2023,1,48,9,1,1,3,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"180.6654","11829_5181"
11830,5181,2023,1,48,9,1,2,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,40,1,"191.8109","11830_5181"
11831,5182,2023,1,48,9,1,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,1,7,1,NA,NA,NA,1,"166.0314","11831_5182"
11832,5182,2023,1,48,9,6,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,1,7,1,NA,NA,NA,2,"165.992","11832_5182"
11833,5183,2023,1,48,1,1,3,6,2,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,8,4,4,2,1,25,1,"370.7643","11833_5183"
11834,5184,2023,1,48,9,6,1,18,1,"N","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,NA,NA,NA,NA,NA,NA,1,"165.9097","11834_5184"
11835,5185,2023,1,1,2,6,1,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,4,4,2,1,40,1,"187.7972","11835_5185"
11836,5186,2023,1,20,3,6,1,17,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,10,4,2,NA,NA,2,"104.9254","11836_5186"
11837,5186,2023,1,20,3,1,3,18,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,2,8,4,2,NA,NA,1,"98.866","11837_5186"
11838,5187,2023,1,48,1,6,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,5,35,1,"260.939","11838_5187"
11839,5187,2023,1,48,1,1,2,9,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,5,10,4,2,1,26,2,"269.1451","11839_5187"
11840,5187,2023,1,48,1,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"234.8695","11840_5187"
11841,5187,2023,1,48,1,1,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"234.8695","11841_5187"
11842,5188,2023,1,20,9,1,2,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,4,4,2,NA,NA,1,"237.9774","11842_5188"
11843,5188,2023,1,20,9,6,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,2,"252.5629","11843_5188"
11844,5188,2023,1,20,9,1,1,9,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,2,4,2,5,40,3,"151.1866","11844_5188"
11845,5189,2023,1,48,1,6,1,17,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,4,4,2,NA,NA,1,"199.8979","11845_5189"
11846,5190,2023,1,1,2,6,1,4,1,"S","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,1,4,2,NA,NA,3,"212.8402","11846_5190"
11847,5190,2023,1,1,2,6,1,11,1,"N","S",4,1,NA,NA,"S",6,2,"S",8,1,"S",2,5,5,9,4,1,NA,NA,2,"216.6724","11847_5190"
11848,5190,2023,1,1,2,1,1,5,1,"S","N",4,3,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,5,40,3,"202.7348","11848_5190"
11849,5190,2023,1,1,2,1,2,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,4,4,1,5,37,1,"199.8247","11849_5190"
11850,5191,2023,1,20,3,6,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,7,5,NA,NA,40,2,"129.0807","11850_5191"
11851,5191,2023,1,20,3,1,1,12,1,"N","S",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,7,1,NA,NA,40,1,"136.6918","11851_5191"
11852,5191,2023,1,20,3,6,1,5,1,"S","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,10,4,2,NA,NA,3,"137.7145","11852_5191"
11853,5192,2023,1,20,9,6,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,1,"183.4226","11853_5192"
11854,5193,2023,1,48,9,6,1,9,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,5,10,4,2,1,20,2,"213.722","11854_5193"
11855,5193,2023,1,48,9,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"231.5173","11855_5193"
11856,5193,2023,1,48,9,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"231.5173","11856_5193"
11857,5193,2023,1,48,9,1,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,1,"244.5613","11857_5193"
11858,5194,2023,1,20,9,6,1,10,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,20,1,"136.9204","11858_5194"
11859,5194,2023,1,20,9,1,3,6,2,"N","N",4,1,NA,NA,"S",6,2,"S",5,6,"S",2,5,9,3,4,2,NA,NA,2,"258.378","11859_5194"
11860,5195,2023,1,20,9,1,1,4,1,"S","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,3,7,8,4,2,3,14,3,"139.9545","11860_5195"
11861,5195,2023,1,20,9,1,1,10,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,1,2,2,NA,NA,40,1,"147.7722","11861_5195"
11862,5195,2023,1,20,9,1,1,5,1,"S","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,2,2,4,2,3,20,3,"134.2605","11862_5195"
11863,5196,2023,1,48,9,6,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,40,1,"196.1755","11863_5196"
11864,5196,2023,1,48,9,1,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,4,4,2,1,40,2,"194.0174","11864_5196"
11865,5197,2023,1,48,9,1,1,6,1,"S","N",4,2,2,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,24,3,"264.1396","11865_5197"
11866,5197,2023,1,48,9,6,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,1,"213.2825","11866_5197"
11867,5198,2023,1,48,1,6,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,8,4,2,1,35,2,"255.8387","11867_5198"
11868,5198,2023,1,48,1,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"229.7574","11868_5198"
11869,5198,2023,1,48,1,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"230.2273","11869_5198"
11870,5198,2023,1,48,1,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,8,4,2,1,35,1,"240.8451","11870_5198"
11871,5199,2023,1,20,3,6,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,9,4,2,NA,NA,1,"120.1845","11871_5199"
11872,5200,2023,1,1,2,1,1,16,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,1,2,1,NA,NA,NA,1,"157.084","11872_5200"
11873,5201,2023,1,20,9,6,1,18,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,1,"116.2224","11873_5201"
11874,5202,2023,1,1,2,1,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,9,4,1,NA,NA,1,"142.104","11874_5202"
11875,5202,2023,1,1,2,6,1,13,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,4,2,NA,NA,2,"149.0845","11875_5202"
11876,5203,2023,1,48,9,6,1,18,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,5,NA,NA,NA,1,"170.9256","11876_5203"
11877,5204,2023,1,1,2,6,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"211.5737","11877_5204"
11878,5204,2023,1,1,2,6,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,2,NA,NA,40,2,"221.9855","11878_5204"
11879,5204,2023,1,1,2,1,1,9,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,3,2,4,2,1,35,1,"220.1127","11879_5204"
11880,5204,2023,1,1,2,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"211.5737","11880_5204"
11881,5205,2023,1,48,9,6,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,9,4,1,5,35,1,"223.065","11881_5205"
11882,5205,2023,1,48,9,1,2,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,1,3,4,2,1,40,2,"280.8771","11882_5205"
11883,5205,2023,1,48,9,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"241.6922","11883_5205"
11884,5205,2023,1,48,9,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"241.6922","11884_5205"
11885,5206,2023,1,20,9,1,1,7,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,2,NA,NA,20,1,"223.5074","11885_5206"
11886,5207,2023,1,48,1,6,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,3,NA,NA,42,1,"207.2778","11886_5207"
11887,5208,2023,1,1,2,6,3,17,1,"N","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,NA,NA,NA,NA,NA,NA,2,"481.7583","11887_5208"
11888,5208,2023,1,1,2,6,2,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,8,4,2,1,40,3,"232.3304","11888_5208"
11889,5208,2023,1,1,2,1,1,4,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,4,"217.153","11889_5208"
11890,5208,2023,1,1,2,1,2,17,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,1,"459.2011","11890_5208"
11891,5209,2023,1,1,9,6,2,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"50.0471","11891_5209"
11892,5209,2023,1,1,9,1,3,11,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,2,4,2,1,40,1,"52.4376","11892_5209"
11893,5209,2023,1,1,9,6,3,8,2,"N","N",4,1,NA,NA,"S",6,2,"S",4,4,"S",3,5,NA,NA,NA,NA,NA,NA,2,"54.8341","11893_5209"
11894,5209,2023,1,1,9,6,2,3,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"52.0459","11894_5209"
11895,5210,2023,1,48,9,6,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,4,4,2,NA,NA,1,"192.7971","11895_5210"
11896,5211,2023,1,48,9,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,2,NA,NA,40,1,"196.1633","11896_5211"
11897,5211,2023,1,48,9,6,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,9,4,1,5,35,2,"198.2031","11897_5211"
11898,5212,2023,1,48,9,1,1,10,1,"N","N",4,4,1,2,"S",5,1,"S",4,11,"S",1,2,1,8,4,2,1,40,1,"196.0413","11898_5212"
11899,5212,2023,1,48,9,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"187.3987","11899_5212"
11900,5213,2023,1,48,9,6,1,11,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,3,5,4,2,1,30,1,"173.4455","11900_5213"
11901,5213,2023,1,48,9,1,1,6,1,"N","S",4,2,NA,NA,"S",6,2,"S",7,10,"S",2,6,4,10,4,2,NA,NA,3,"277.2584","11901_5213"
11902,5213,2023,1,48,9,6,1,5,1,"N","N",4,2,2,2,"S",3,2,"S",7,6,"S",1,2,5,4,4,2,1,24,3,"181.6616","11902_5213"
11903,5214,2023,1,20,9,6,1,17,1,"N","N",4,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,NA,NA,NA,NA,NA,NA,1,"140.377","11903_5214"
11904,5215,2023,1,1,9,6,3,12,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,4,8,2,NA,NA,50,1,"45.9644","11904_5215"
11905,5215,2023,1,1,9,1,1,5,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,9,4,2,NA,NA,3,"41.4071","11905_5215"
11906,5216,2023,1,48,9,1,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,1,"114.6767","11906_5216"
11907,5217,2023,1,1,2,1,2,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,2,4,2,NA,NA,1,"128.5201","11907_5217"
11908,5217,2023,1,1,2,6,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,2,"134.8333","11908_5217"
11909,5218,2023,1,20,3,6,2,18,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,2,4,2,NA,NA,1,"121.2587","11909_5218"
11910,5219,2023,1,48,9,1,1,11,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,8,4,3,NA,NA,32,1,"228.3814","11910_5219"
11911,5220,2023,1,1,2,6,1,9,1,"N","N",4,1,2,3,"N",NA,NA,"",NA,NA,"",1,2,4,4,4,2,1,0,1,"185.4469","11911_5220"
11912,5220,2023,1,1,2,1,1,9,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,35,2,"227.6737","11912_5220"
11913,5220,2023,1,1,2,1,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"189.5949","11913_5220"
11914,5220,2023,1,1,2,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"201.9524","11914_5220"
11915,5221,2023,1,1,9,1,2,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,3,4,1,NA,NA,1,"122.6364","11915_5221"
11916,5221,2023,1,1,9,6,1,12,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,9,4,1,NA,NA,2,"60.4674","11916_5221"
11917,5222,2023,1,48,1,6,1,11,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,5,NA,NA,NA,3,"242.7901","11917_5222"
11918,5222,2023,1,48,1,1,1,4,1,"S","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,4,"249.8225","11918_5222"
11919,5222,2023,1,48,1,1,2,18,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,5,4,2,NA,NA,NA,1,"370.0516","11919_5222"
11920,5222,2023,1,48,1,6,2,14,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"369.9638","11920_5222"
11921,5223,2023,1,48,1,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,10,4,2,1,40,1,"181.2969","11921_5223"
11922,5223,2023,1,48,1,6,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,9,4,1,1,38,2,"193.6498","11922_5223"
11923,5223,2023,1,48,1,1,1,5,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,8,4,2,NA,NA,3,"176.6146","11923_5223"
11924,5224,2023,1,48,9,1,1,10,1,"N","N",4,1,NA,NA,"S",6,2,"S",5,1,"S",2,5,3,2,4,2,NA,NA,1,"117.658","11924_5224"
11925,5225,2023,1,48,9,1,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,4,4,2,1,40,1,"224.7668","11925_5225"
11926,5225,2023,1,48,9,6,1,8,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,4,4,4,2,1,25,4,"214.5597","11926_5225"
11927,5226,2023,1,1,9,6,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,9,4,1,1,38,1,"44.3092","11927_5226"
11928,5226,2023,1,1,9,6,1,6,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,2,2,15,3,"66.3164","11928_5226"
11929,5226,2023,1,1,9,1,1,5,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,5,38,3,"40.575","11929_5226"
11930,5227,2023,1,48,9,1,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,8,4,2,1,40,1,"188.6422","11930_5227"
11931,5227,2023,1,48,9,6,1,11,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,5,8,4,2,1,0,2,"175.5318","11931_5227"
11932,5227,2023,1,48,9,6,1,4,1,"S","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"202.1941","11932_5227"
11933,5228,2023,1,1,2,1,1,12,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,1,7,3,2,NA,NA,50,1,"218.0752","11933_5228"
11934,5228,2023,1,1,2,6,2,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,9,4,1,5,38,2,"208.5198","11934_5228"
11935,5228,2023,1,1,2,1,1,4,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"198.033","11935_5228"
11936,5228,2023,1,1,2,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"195.9487","11936_5228"
11937,5229,2023,1,1,9,1,1,8,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,1,"89.3025","11937_5229"
11938,5229,2023,1,1,9,6,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"75.778","11938_5229"
11939,5229,2023,1,1,9,6,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"75.778","11939_5229"
11940,5229,2023,1,1,9,6,1,7,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,5,4,5,NA,NA,60,2,"118.6083","11940_5229"
11941,5230,2023,1,1,9,1,1,15,1,"N","S",4,1,1,5,"N",NA,NA,"",NA,NA,"",1,2,1,4,2,NA,NA,8,1,"35.7497","11941_5230"
11942,5231,2023,1,48,9,6,1,18,1,"N","N",4,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,NA,NA,NA,NA,NA,NA,1,"241.6987","11942_5231"
11943,5231,2023,1,48,9,1,1,13,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,3,"172.909","11943_5231"
11944,5231,2023,1,48,9,1,1,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,6,1,2,NA,NA,60,3,"155.4586","11944_5231"
11945,5231,2023,1,48,9,6,1,10,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,6,1,2,NA,NA,NA,4,"158.6157","11945_5231"
11946,5231,2023,1,48,9,6,1,5,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,10,4,2,NA,NA,4,"162.0127","11946_5231"
11947,5231,2023,1,48,9,6,1,4,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,4,"162.0127","11947_5231"
11948,5232,2023,1,20,3,1,1,8,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,1,4,5,NA,NA,40,1,"181.308","11948_5232"
11949,5233,2023,1,1,9,1,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,1,"37.8265","11949_5233"
11950,5234,2023,1,48,1,6,1,5,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"222.7761","11950_5234"
11951,5234,2023,1,48,1,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,2,4,2,1,40,2,"219.7448","11951_5234"
11952,5234,2023,1,48,1,6,1,6,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,2,4,40,3,"318.104","11952_5234"
11953,5234,2023,1,48,1,6,1,12,1,"N","N",4,1,1,5,"N",NA,NA,"",NA,NA,"",1,2,4,5,4,2,1,0,1,"272.1387","11953_5234"
11954,5235,2023,1,1,9,6,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,9,4,1,5,35,2,"27.5873","11954_5235"
11955,5235,2023,1,1,9,6,1,6,1,"N","N",4,2,NA,NA,"S",6,2,"S",7,3,"S",2,6,9,4,4,2,NA,NA,3,"40.894","11955_5235"
